City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
474,Ha Giang,VN,22.8333,104.9833,70.77,94,84,0.65,broken clouds
475,Russell,US,32.3502,-85.1999,49.23,87,0,0.0,clear sky
476,Pepingen,BE,50.7501,4.1505,59.65,91,74,8.34,broken clouds
477,Lazaro Cardenas,MX,17.9583,-102.2,78.4,83,100,8.28,overcast clouds
478,Sijunjung,ID,-0.6876,100.9537,86.41,59,97,2.04,overcast clouds
479,Amot,NO,59.5714,7.9877,33.76,90,100,2.62,overcast clouds
480,Kendal,GB,54.3268,-2.7476,52.61,95,63,3.11,broken clouds
481,Bolshaya Martynovka,RU,47.271,41.6679,43.63,86,100,24.83,overcast clouds
482,Tahoua,NE,14.8888,5.2692,79.72,23,20,10.02,few clouds
483,Nagorsk,RU,59.3172,50.8078,33.44,88,99,9.71,overcast clouds
484,Santa Maria,BR,-29.6842,-53.8069,65.5,100,75,1.14,broken clouds
485,Axim,GH,4.8699,-2.2405,77.09,86,100,5.53,light rain
486,Coos Bay,US,43.3665,-124.2179,61.0,96,100,8.05,mist
487,Sept-Iles,CA,50.2001,-66.3821,45.12,84,75,6.91,broken clouds
488,Van Buren,US,35.4368,-94.3483,57.33,68,0,1.01,clear sky
489,Koshurnikovo,RU,54.1667,93.3,31.78,98,100,3.27,snow
490,Beya,RU,53.0533,90.9139,41.47,77,100,8.3,light rain
491,Ndele,CF,8.4109,20.6473,70.84,91,100,3.02,overcast clouds
492,Ahipara,NZ,-35.1667,173.1667,62.22,60,21,10.6,few clouds
493,Laguna,US,38.421,-121.4238,76.17,47,0,0.0,clear sky
494,Puerto Madryn,AR,-42.7692,-65.0385,48.76,59,83,15.57,broken clouds
495,Stillwater,US,36.1156,-97.0584,62.56,46,0,0.0,clear sky
496,Mutoko,ZW,-17.397,32.2268,56.48,86,0,3.18,clear sky
497,Guiong,PH,6.4186,122.0258,85.39,72,94,5.39,overcast clouds
498,Upata,VE,8.0086,-62.3989,76.19,93,78,4.61,broken clouds
499,Collie,AU,-33.3667,116.15,64.08,50,97,6.58,overcast clouds
500,Clyde River,CA,70.4692,-68.5914,19.63,79,100,12.66,light snow
501,Kingman,US,35.1894,-114.053,73.26,38,0,10.36,clear sky
502,Namatanai,PG,-3.6667,152.4333,85.66,65,100,2.93,light rain
503,Da Nang,VN,16.0678,108.2208,84.18,61,20,6.91,few clouds
504,Ust-Kuyga,RU,70.0167,135.6,2.41,97,89,5.06,overcast clouds
505,Oistins,BB,13.0667,-59.5333,80.69,89,40,17.27,scattered clouds
506,Berlevag,NO,70.8578,29.0864,37.35,70,75,14.97,broken clouds
507,Esperance,AU,-33.8667,121.9,64.24,84,99,4.14,overcast clouds
508,Meadow Lake,US,34.8014,-106.5436,61.12,32,2,7.36,clear sky
509,Santa Luzia,BR,-19.7697,-43.8514,72.5,64,0,6.91,clear sky
510,Dongsheng,CN,39.8161,109.9776,58.01,26,0,17.27,clear sky
511,Igarka,RU,67.4667,86.5833,33.3,98,100,16.08,light snow
512,Kichmengskiy Gorodok,RU,59.9816,45.7854,34.7,79,100,10.69,overcast clouds
513,Seoul,KR,37.5683,126.9778,63.97,47,20,3.44,haze
514,Nicoya,CR,10.1483,-85.452,74.39,93,99,3.0,overcast clouds
515,Colesberg,ZA,-30.72,25.0972,68.04,54,85,5.08,overcast clouds
516,Champerico,GT,14.3,-91.9167,79.93,84,99,4.85,light rain
517,La Asuncion,VE,11.0333,-63.8628,69.53,100,1,10.36,clear sky
518,Ciudad Ojeda,VE,10.1964,-71.3082,77.92,88,3,7.05,clear sky
519,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,70.25,97,100,5.01,moderate rain
520,Kintinku,TZ,-5.8833,35.2333,67.62,64,88,4.9,overcast clouds
521,Ginda,IN,30.6945,78.4932,58.86,41,1,1.68,clear sky
522,Nara,JP,34.6851,135.8049,73.49,31,17,3.11,few clouds
523,Maceio,BR,-9.6658,-35.7353,71.04,94,0,3.44,clear sky
524,Tessalit,ML,20.1986,1.0114,75.78,22,18,10.69,few clouds
525,Raudeberg,NO,61.9875,5.1352,34.47,54,37,8.75,scattered clouds
526,Plettenberg Bay,ZA,-34.0527,23.3716,58.84,77,41,2.59,scattered clouds
527,Mayumba,GA,-3.432,10.6554,76.01,87,79,4.18,light rain
528,Coolum Beach,AU,-26.5333,153.1,69.33,98,48,1.01,light rain
529,Kindu,CD,-2.95,25.95,69.01,99,100,2.01,overcast clouds
530,Ternate,ID,0.8,127.4,85.39,68,100,3.42,overcast clouds
531,Bukama,CD,-9.2,25.85,71.17,76,100,3.96,overcast clouds
532,Kathu,TH,7.9178,98.3332,81.7,99,97,12.15,overcast clouds
533,Ayan,RU,56.45,138.1667,32.95,45,31,21.23,scattered clouds
534,Kabinda,CD,-6.1333,24.4833,67.32,93,100,3.44,overcast clouds
535,Trinidad,BO,-14.8333,-64.9,79.59,74,100,3.8,overcast clouds
536,Beira,MZ,-19.8436,34.8389,71.69,94,20,5.01,few clouds
537,Tovarkovskiy,RU,53.6822,38.2092,32.52,91,6,7.14,clear sky
538,Alta Floresta,BR,-9.8756,-56.0861,73.11,91,73,2.1,broken clouds
539,Dzhuryn,UA,49.0329,25.5839,34.48,82,0,5.68,clear sky
540,Matara,LK,5.9485,80.5353,78.13,87,100,10.47,overcast clouds
541,Marovoay,MG,-16.1,46.6333,70.0,76,0,4.63,clear sky
542,Geilo,NO,60.5333,8.2076,30.7,78,95,1.41,overcast clouds
543,Pangai,TO,-19.8,-174.35,75.31,83,75,2.3,broken clouds
544,Pasni,PK,25.2631,63.471,82.02,35,0,6.93,clear sky
545,Caborca,MX,30.5838,-111.101,76.6,41,0,4.45,clear sky
546,Balkhash,KZ,46.844,74.9804,41.61,81,0,8.95,clear sky
547,Dzhebariki-Khaya,RU,62.2167,135.8,15.98,88,98,0.96,overcast clouds
548,Kudahuvadhoo,MV,2.6708,72.8944,81.75,70,90,13.33,overcast clouds
549,Impfondo,CG,1.6381,18.0667,70.23,99,100,2.68,overcast clouds
550,Anadyr,RU,64.75,177.4833,36.1,93,40,4.47,scattered clouds
551,Labytnangi,RU,66.6572,66.4183,31.1,94,100,4.81,light snow
552,Bud,US,39.447,-86.1758,49.95,47,4,8.57,clear sky
553,Alice Springs,AU,-23.7,133.8833,88.21,40,0,8.05,clear sky
554,Adrar,MR,20.5022,-10.0711,83.21,19,99,8.63,overcast clouds
555,Bairnsdale,AU,-37.8333,147.6167,75.16,55,100,9.1,light rain
556,Chapais,CA,49.7834,-74.8492,31.78,83,58,10.4,broken clouds
557,Camana,PE,-16.6228,-72.7111,60.98,84,69,6.26,broken clouds
558,Zuya,UA,45.0531,34.3154,40.89,73,100,6.58,overcast clouds
559,Noyabrsk,RU,63.1994,75.4507,34.12,89,100,19.24,overcast clouds
560,Vila Velha,BR,-20.3297,-40.2925,75.15,86,75,6.91,broken clouds
561,Boa Vista,BR,2.8197,-60.6733,80.58,78,0,3.44,clear sky
562,Oktyabrskoye,RU,43.0645,44.7417,42.94,93,100,8.95,mist
563,Sabzevar,IR,36.2126,57.6819,51.08,58,40,9.22,scattered clouds
564,Port Hedland,AU,-20.3167,118.5667,93.25,40,4,10.36,clear sky
565,Libertador General San Martin,AR,-23.8064,-64.7876,70.99,52,89,1.79,overcast clouds
566,Bara,NG,10.3744,10.7288,72.9,45,100,0.76,overcast clouds
567,Gat,IL,31.61,34.7642,71.4,100,58,5.68,broken clouds
568,Liberty,US,31.8335,-81.5004,53.28,38,0,0.0,clear sky
569,Picota,PE,-6.9197,-76.3304,75.69,97,86,1.7,overcast clouds
570,Palembang,ID,-2.9167,104.7458,80.69,89,40,3.44,scattered clouds
571,Arlit,NE,18.7369,7.3853,74.84,23,0,8.97,clear sky
572,Putai,FR,46.6579,1.9863,63.79,84,100,13.71,overcast clouds
573,Batemans Bay,AU,-35.7167,150.1833,66.09,96,100,4.54,moderate rain
574,Vitim,RU,59.4511,112.5578,32.59,69,100,5.55,overcast clouds
575,Wanning,CN,18.8003,110.3967,76.75,93,100,14.88,overcast clouds
576,Luchegorsk,RU,46.4764,134.2569,52.93,51,100,6.78,light rain
577,Ixtapa,MX,20.7,-105.2,76.5,95,88,2.04,overcast clouds
578,Nemuro,JP,43.3236,145.575,58.05,61,36,6.58,scattered clouds
579,Vanimo,PG,-2.6741,141.3028,85.1,68,90,6.17,overcast clouds
580,Fraserburgh,GB,57.6874,-2.0184,52.12,96,100,18.14,light rain
581,Pechora,RU,65.1472,57.2244,31.41,97,100,10.09,snow
582,Novyy Urengoy,RU,66.0833,76.6333,32.76,89,100,14.41,overcast clouds
583,Broome,US,42.2506,-75.833,43.59,68,100,5.75,overcast clouds
584,Kamogawa,JP,35.1,140.1,69.62,53,1,10.65,clear sky
585,Cap-Aux-Meules,CA,47.3821,-61.8597,51.85,71,0,16.11,clear sky
586,Fortuna,US,40.5982,-124.1573,53.92,87,100,0.0,overcast clouds
587,Morros,BR,-9.4467,-46.3003,79.34,32,19,0.34,few clouds
588,Guaraniacu,BR,-25.1008,-52.8781,59.31,99,100,4.18,overcast clouds
589,Ozinki,RU,51.1786,49.6769,44.74,84,94,11.63,overcast clouds
590,Channel-Port Aux Basques,CA,47.5702,-59.1367,50.54,78,17,7.16,few clouds
591,Soyo,AO,-6.1349,12.3689,76.1,87,100,6.85,overcast clouds
592,Ville-Marie,CA,47.3335,-79.433,34.05,81,100,9.01,overcast clouds
593,Comodoro Rivadavia,AR,-45.8667,-67.5,40.86,81,0,6.91,clear sky
594,Tigzirt,DZ,36.8886,4.1198,75.51,44,8,6.93,clear sky
595,Barga,IT,44.0742,10.4808,62.96,72,100,0.27,overcast clouds
596,Loding,NO,67.3,14.75,43.65,95,75,8.05,broken clouds
597,Macherla,IN,16.4833,79.4333,78.71,83,20,5.03,few clouds
598,Pontianak,ID,-0.0333,109.3333,85.98,74,20,4.61,few clouds
599,Inhambane,MZ,-23.865,35.3833,70.74,85,5,4.54,clear sky
600,Maymyo,MM,22.0333,96.4667,72.95,69,0,3.02,clear sky
601,Skelleftea,SE,64.7507,20.9528,35.96,100,100,3.44,overcast clouds
602,Muzaffarabad,PK,34.37,73.4711,61.68,49,0,4.99,clear sky
603,Key West,US,24.5557,-81.7826,72.0,70,100,14.88,overcast clouds
604,Wajima,JP,37.4,136.9,66.88,63,40,8.05,scattered clouds
605,Guaruja,BR,-23.9931,-46.2564,72.05,88,58,3.13,broken clouds
606,Basco,PH,20.4487,121.9702,79.45,83,100,28.45,overcast clouds
607,Urengoy,RU,65.9667,78.3667,33.98,93,100,14.74,overcast clouds
608,Luena,AO,-11.7833,19.9167,62.76,80,100,1.97,light rain
609,Palmas De Monte Alto,BR,-14.2672,-43.1619,75.07,53,77,9.08,broken clouds
610,Svetlaya,RU,46.5389,138.3297,52.57,46,100,6.17,overcast clouds
611,Boende,CD,-0.2167,20.8667,68.77,100,100,2.51,overcast clouds
612,Yasnyy,RU,51.0333,59.8742,45.77,66,100,9.33,overcast clouds
613,Cabatuan,PH,10.8794,122.486,87.19,66,85,5.5,overcast clouds
614,Glace Bay,CA,46.1969,-59.957,45.79,92,0,5.75,clear sky
615,Kolodeznyy,RU,51.3333,39.1833,41.09,70,97,16.98,overcast clouds
616,Zhanaozen,KZ,43.3,52.8,53.58,92,11,7.78,few clouds
617,Constitucion,CL,-35.3333,-72.4167,53.8,81,100,10.87,overcast clouds
618,Gravdal,NO,68.1214,13.5031,45.63,79,100,8.61,overcast clouds
619,Kharp,RU,66.8014,65.8081,30.33,98,100,3.24,light snow
620,Murakami,JP,38.2333,139.4833,66.09,52,92,4.03,overcast clouds
621,Mount Isa,AU,-20.7333,139.5,87.84,23,0,8.59,clear sky
622,Mossendjo,CG,-2.9506,12.7261,69.35,99,100,1.05,moderate rain
623,Les Cayes,HT,18.2,-73.75,77.13,84,39,3.6,scattered clouds
624,Menongue,AO,-14.6585,17.691,66.38,56,86,2.48,overcast clouds
625,Sault Sainte Marie,CA,46.5168,-84.3333,39.02,85,0,5.75,clear sky
626,Airai,TL,-8.9266,125.4092,77.07,53,51,1.86,broken clouds
627,Issoudun,FR,47.0,1.8333,64.09,77,0,10.36,clear sky
628,Dreznica,BA,43.5289,17.2819,49.28,48,53,2.33,broken clouds
629,Haimen,CN,23.1935,116.6142,78.69,54,92,11.18,overcast clouds
630,Evensk,RU,61.95,159.2333,19.09,72,81,6.93,broken clouds
631,Tarko-Sale,RU,64.9225,77.785,34.39,92,100,17.13,overcast clouds
632,San,ML,13.3034,-4.8956,80.17,35,78,3.33,broken clouds
633,Fare,PF,-16.7,-151.0167,78.73,76,94,14.74,light rain
634,Grindavik,IS,63.8424,-22.4338,39.67,81,0,11.5,clear sky
635,Khash,IR,28.2211,61.2158,63.03,21,0,1.12,clear sky
636,Hearst,CA,49.6835,-83.6665,34.05,93,100,10.54,overcast clouds
637,Port Shepstone,ZA,-30.7414,30.455,70.3,82,100,8.86,overcast clouds
638,Sal Rei,CV,16.1833,-22.9167,76.93,84,23,8.16,few clouds
639,San Jeronimo,PE,-11.9472,-75.2829,49.53,82,100,4.74,overcast clouds
640,Kirakira,SB,-10.4544,161.9205,84.24,71,93,6.64,overcast clouds
641,Rampur Hat,IN,24.1667,87.7833,78.21,64,0,7.54,clear sky
642,Ambilobe,MG,-13.2,49.05,66.94,72,11,4.12,few clouds
643,Garhi Khairo,PK,28.0606,67.9803,76.05,35,0,3.62,clear sky
644,Villa Union,MX,23.2,-106.2333,84.02,81,5,2.59,clear sky
645,Praia Da Vitoria,PT,38.7333,-27.0667,62.85,77,20,15.26,few clouds
646,Nome,US,64.5011,-165.4064,37.17,97,88,5.03,light rain
647,Green River,US,41.5286,-109.4662,57.6,24,0,1.99,clear sky
648,Presidente Medici,BR,-11.1753,-61.9014,74.23,93,100,2.75,overcast clouds
649,Grasten,DK,54.9192,9.5952,51.84,97,100,6.91,overcast clouds
650,Kamenka,RU,51.3223,42.7678,40.69,81,100,20.42,light rain
651,Shitkino,RU,56.3703,98.3543,37.38,64,85,5.1,overcast clouds
652,Paamiut,GL,61.994,-49.6678,38.34,74,100,19.55,light rain
653,Ponta Delgada,PT,37.7333,-25.6667,63.32,72,20,9.22,few clouds
654,Kanniyakumari,IN,8.0833,77.5667,76.12,92,100,4.9,overcast clouds
655,Grand Island,US,40.925,-98.342,63.19,41,83,4.0,broken clouds
656,Tilichiki,RU,60.4667,166.1,24.31,74,36,4.09,scattered clouds
657,Nizwa,OM,22.9333,57.5333,77.04,21,0,2.73,clear sky
658,Gazanjyk,TM,39.2446,55.5154,71.51,27,100,2.04,overcast clouds
659,Qaqortoq,GL,60.7167,-46.0333,34.86,64,100,11.23,overcast clouds
660,Sumbe,AO,-11.2061,13.8437,74.05,87,100,4.12,overcast clouds
661,San Marcos,US,33.1434,-117.1661,75.7,63,100,1.01,overcast clouds
662,Konakovo,RU,56.7,36.7667,37.69,92,100,5.26,overcast clouds
663,Piacabucu,BR,-10.4056,-36.4344,73.76,80,4,7.65,clear sky
664,Cafarnaum,BR,-11.6936,-41.4683,66.25,77,4,10.09,clear sky
665,Vila Franca Do Campo,PT,37.7167,-25.4333,63.01,76,20,9.4,few clouds
666,Khani,GE,41.9563,42.9566,44.17,95,100,2.73,overcast clouds
667,Luganville,VU,-15.5333,167.1667,81.59,78,99,10.09,overcast clouds
668,Bambanglipuro,ID,-7.95,110.2833,80.83,81,99,4.23,moderate rain
669,Pacific Grove,US,36.6177,-121.9166,63.21,89,100,4.0,overcast clouds
670,Superior,US,46.7208,-92.1041,48.7,62,0,6.91,clear sky
671,Abastumani,GE,41.7075,42.8457,43.41,97,100,3.83,overcast clouds
672,Salalah,OM,17.0151,54.0924,74.77,71,0,1.68,clear sky
673,Plastun,RU,44.7561,136.2939,54.5,50,100,2.73,overcast clouds
674,Catamarca,AR,-28.4696,-65.7852,67.77,41,0,3.0,clear sky
675,Buin,CL,-33.7333,-70.75,65.43,55,7,3.27,clear sky
676,Kalmunai,LK,7.4167,81.8167,77.92,86,100,2.39,overcast clouds
677,Rio Grande,BR,-32.035,-52.0986,62.08,94,100,10.38,overcast clouds
678,Inuvik,CA,68.3499,-133.7218,25.81,93,100,5.75,overcast clouds
679,Barentu,ER,15.1139,37.5928,72.52,38,0,2.89,clear sky
680,Melo,UY,-32.3667,-54.1833,58.86,98,100,11.99,light rain
681,Macia,MZ,-25.0269,33.0989,66.38,92,0,3.42,clear sky
682,Pathein,MM,16.7833,94.7333,81.86,75,91,11.14,overcast clouds
683,Kampot,KH,10.6167,104.1833,86.05,75,72,7.81,broken clouds
684,Okhotsk,RU,59.3833,143.3,27.86,42,90,13.0,overcast clouds
685,Manono,CD,-7.3,27.4167,72.46,81,99,2.35,overcast clouds
686,Altay,CN,47.8667,88.1167,41.99,60,97,3.4,overcast clouds
687,Fallon,US,39.4735,-118.7774,69.67,14,20,5.75,few clouds
688,Price,US,39.5994,-110.8107,56.12,32,40,0.81,scattered clouds
689,Klaksvik,FO,62.2266,-6.589,49.12,82,100,21.45,overcast clouds
690,Wilmington,US,34.2257,-77.9447,58.86,88,0,0.0,clear sky
691,Sangmelima,CM,2.9333,11.9833,65.43,99,100,0.94,overcast clouds
692,Mandurah,AU,-32.55,115.7,66.97,56,66,10.13,broken clouds
693,Katangli,RU,51.7102,143.2326,37.81,77,97,12.59,overcast clouds
694,Claveria,PH,18.6074,121.0832,78.64,92,100,9.57,light rain
695,Margate,GB,51.3813,1.3862,60.91,96,79,3.0,broken clouds
696,Galle,LK,6.0367,80.217,78.13,88,100,12.28,overcast clouds
697,Bushehr,IR,28.9684,50.8385,73.49,73,2,6.91,haze
698,Solnechnyy,RU,50.7214,136.6319,43.7,47,59,3.67,broken clouds
699,Camacupa,AO,-12.0167,17.4833,62.96,70,99,1.72,overcast clouds
700,Lakatoro,VU,-16.0999,167.4164,81.21,76,100,11.27,overcast clouds
701,Ostersund,SE,63.1792,14.6357,36.05,100,20,5.01,few clouds
702,Sovetskiy,RU,61.3614,63.5842,30.81,75,71,12.75,broken clouds
703,Usakos,NA,-22.0,15.6,74.05,29,51,1.05,broken clouds
704,Adra,ES,36.7496,-3.0206,76.39,65,63,5.21,broken clouds
705,Nishihara,JP,26.1842,127.7558,83.48,67,75,24.16,broken clouds
706,Kommunar,RU,59.6206,30.39,40.55,96,100,4.32,overcast clouds
707,Matay,EG,28.419,30.7792,67.48,75,0,10.49,clear sky
708,Shawnee,US,39.05,-95.7669,62.85,55,87,1.01,overcast clouds
709,Alamor,EC,-4.0181,-80.0197,61.2,72,100,2.06,overcast clouds
710,Sungaipenuh,ID,-2.0833,101.3833,76.44,68,100,3.67,overcast clouds
711,Eenhana,NA,-17.4667,16.3333,72.19,38,55,4.41,broken clouds
712,Venado Tuerto,AR,-33.7456,-61.9688,62.76,72,1,8.41,clear sky
